  p_brand   |          p_type           | p_size | supplier_cnt 
 Brand#13   | ECONOMY PLATED COPPER     |     17 |            8
 Brand#13   | ECONOMY PLATED NICKEL     |     13 |            8
 Brand#13   | ECONOMY PLATED NICKEL     |     14 |            8
 Brand#13   | ECONOMY PLATED STEEL      |      6 |            8
 Brand#13   | ECONOMY PLATED TIN        |     12 |            8
 Brand#13   | ECONOMY POLISHED COPPER   |      6 |            8
 Brand#13   | ECONOMY POLISHED COPPER   |     17 |            8
 Brand#13   | ECONOMY POLISHED COPPER   |     49 |            8
 Brand#13   | ECONOMY POLISHED NICKEL   |      2 |            8
 Brand#13   | ECONOMY POLISHED NICKEL   |      6 |            8
 Brand#13   | ECONOMY POLISHED NICKEL   |     21 |            8
 Brand#13   | ECONOMY POLISHED STEEL    |     12 |            8
 Brand#13   | ECONOMY POLISHED STEEL    |     13 |            8
 Brand#13   | ECONOMY POLISHED STEEL    |     17 |            8
 Brand#13   | ECONOMY POLISHED STEEL    |     49 |            8
 Brand#13   | ECONOMY POLISHED TIN      |      6 |            8
 Brand#13   | ECONOMY POLISHED TIN      |     13 |            8
 Brand#13   | LARGE ANODIZED BRASS      |     12 |            8
 Brand#13   | LARGE ANODIZED BRASS      |     21 |            8
 Brand#13   | LARGE ANODIZED COPPER     |     17 |            8
 Brand#13   | LARGE ANODIZED NICKEL     |      6 |            8
 Brand#13   | LARGE ANODIZED STEEL      |      2 |            8
 Brand#13   | LARGE ANODIZED STEEL      |      6 |            8
 Brand#13   | LARGE ANODIZED STEEL      |     12 |            8
 Brand#13   | LARGE ANODIZED STEEL      |     13 |            8
 Brand#13   | LARGE BRUSHED BRASS       |      6 |            8
 Brand#13   | LARGE BRUSHED BRASS       |     49 |            8
 Brand#13   | LARGE BRUSHED COPPER      |      2 |            8
 Brand#13   | LARGE BRUSHED COPPER      |     17 |            8
 Brand#13   | LARGE BRUSHED COPPER      |     49 |            8
 Brand#13   | LARGE BRUSHED NICKEL      |      6 |            8
 Brand#13   | LARGE BRUSHED STEEL       |     17 |            8
 Brand#13   | LARGE BRUSHED TIN         |     13 |            8
 Brand#13   | LARGE BRUSHED TIN         |     17 |            8
 Brand#13   | LARGE BURNISHED NICKEL    |     14 |            8
 Brand#13   | LARGE BURNISHED STEEL     |     12 |            8
 Brand#13   | LARGE BURNISHED STEEL     |     14 |            8
 Brand#13   | LARGE BURNISHED TIN       |     13 |            8
 Brand#13   | LARGE BURNISHED TIN       |     17 |            8
 Brand#13   | LARGE PLATED BRASS        |     12 |            8
 Brand#13   | LARGE PLATED COPPER       |     14 |            8
 Brand#13   | LARGE PLATED NICKEL       |     13 |            8
 Brand#13   | LARGE PLATED NICKEL       |     21 |            8
 Brand#13   | LARGE PLATED TIN          |     14 |            8
 Brand#13   | LARGE POLISHED BRASS      |     17 |            8
 Brand#13   | LARGE POLISHED BRASS      |     21 |            8
 Brand#13   | LARGE POLISHED COPPER     |     13 |            8
 Brand#13   | LARGE POLISHED COPPER     |     17 |            8
 Brand#13   | LARGE POLISHED NICKEL     |      2 |            8
 Brand#13   | LARGE POLISHED NICKEL     |      6 |            8
 Brand#13   | LARGE POLISHED TIN        |     14 |            8
 Brand#13   | MEDIUM ANODIZED BRASS     |     17 |            8
 Brand#13   | MEDIUM ANODIZED COPPER    |     12 |            8
 Brand#13   | MEDIUM ANODIZED STEEL     |      2 |            8
 Brand#13   | MEDIUM ANODIZED STEEL     |      6 |            8
 Brand#13   | MEDIUM BRUSHED BRASS      |     13 |            8
 Brand#13   | MEDIUM BRUSHED BRASS      |     14 |            8
 Brand#13   | MEDIUM BRUSHED BRASS      |     49 |            8
 Brand#13   | MEDIUM BRUSHED COPPER     |     12 |            8
 Brand#13   | MEDIUM BRUSHED COPPER     |     49 |            8
 Brand#13   | MEDIUM BRUSHED NICKEL     |      2 |            8
 Brand#13   | MEDIUM BRUSHED NICKEL     |      6 |            8
 Brand#13   | MEDIUM BRUSHED STEEL      |     12 |            8
 Brand#13   | MEDIUM BRUSHED STEEL      |     14 |            8
 Brand#13   | MEDIUM BRUSHED STEEL      |     17 |            8
 Brand#13   | MEDIUM BRUSHED STEEL      |     21 |            8
 Brand#13   | MEDIUM BURNISHED COPPER   |     17 |            8
 Brand#13   | MEDIUM BURNISHED COPPER   |     21 |            8
 Brand#13   | MEDIUM BURNISHED STEEL    |     14 |            8
 Brand#13   | MEDIUM BURNISHED STEEL    |     49 |            8
 Brand#13   | MEDIUM BURNISHED TIN      |     17 |            8
 Brand#13   | MEDIUM BURNISHED TIN      |     21 |            8
 Brand#13   | MEDIUM BURNISHED TIN      |     49 |            8
 Brand#13   | MEDIUM PLATED BRASS       |     13 |            8
 Brand#13   | MEDIUM PLATED BRASS       |     17 |            8
 Brand#13   | MEDIUM PLATED COPPER      |      2 |            8
 Brand#13   | MEDIUM PLATED COPPER      |     14 |            8
 Brand#13   | MEDIUM PLATED COPPER      |     17 |            8
 Brand#13   | MEDIUM PLATED NICKEL      |     21 |            8
 Brand#13   | MEDIUM PLATED TIN         |      2 |            8
 Brand#13   | MEDIUM PLATED TIN         |     12 |            8
 Brand#13   | MEDIUM POLISHED BRASS     |     12 |            8
 Brand#13   | MEDIUM POLISHED BRASS     |     13 |            8
 Brand#13   | MEDIUM POLISHED BRASS     |     21 |            8
 Brand#13   | MEDIUM POLISHED COPPER    |     12 |            8
 Brand#13   | MEDIUM POLISHED COPPER    |     49 |            8
 Brand#13   | MEDIUM POLISHED NICKEL    |      6 |            8
 Brand#13   | MEDIUM POLISHED STEEL     |     14 |            8
 Brand#13   | MEDIUM POLISHED TIN       |     13 |            8
 Brand#13   | PROMO ANODIZED COPPER     |     14 |            8
 Brand#13   | PROMO ANODIZED NICKEL     |      6 |            8
 Brand#13   | PROMO ANODIZED STEEL      |      2 |            8
 Brand#13   | PROMO ANODIZED STEEL      |     12 |            8
 Brand#13   | PROMO ANODIZED TIN        |      2 |            8
 Brand#13   | PROMO ANODIZED TIN        |     49 |            8
 Brand#13   | PROMO BRUSHED BRASS       |      6 |            8
 Brand#13   | PROMO BRUSHED BRASS       |     17 |            8
 Brand#13   | PROMO BRUSHED BRASS       |     49 |            8
 Brand#13   | PROMO BRUSHED COPPER      |      2 |            8
 Brand#13   | PROMO BRUSHED COPPER      |     14 |            8
 Brand#13   | PROMO BRUSHED COPPER      |     21 |            8
 Brand#13   | PROMO BRUSHED COPPER      |     49 |            8
 Brand#13   | PROMO BRUSHED NICKEL      |      2 |            8
 Brand#13   | PROMO BRUSHED NICKEL      |     14 |            8
 Brand#13   | PROMO BRUSHED STEEL       |     12 |            8
 Brand#13   | PROMO BRUSHED TIN         |      2 |            8
 Brand#13   | PROMO BRUSHED TIN         |     12 |            8
 Brand#13   | PROMO BURNISHED BRASS     |     13 |            8
 Brand#13   | PROMO BURNISHED STEEL     |      2 |            8
 Brand#13   | PROMO BURNISHED STEEL     |     14 |            8
 Brand#13   | PROMO BURNISHED STEEL     |     17 |            8
 Brand#13   | PROMO BURNISHED TIN       |     12 |            8
 Brand#13   | PROMO BURNISHED TIN       |     14 |            8
 Brand#13   | PROMO PLATED BRASS        |      2 |            8
 Brand#13   | PROMO PLATED BRASS        |     14 |            8
 Brand#13   | PROMO PLATED BRASS        |     49 |            8
 Brand#13   | PROMO PLATED COPPER       |     12 |            8
 Brand#13   | PROMO PLATED COPPER       |     13 |            8
 Brand#13   | PROMO PLATED NICKEL       |     14 |            8
 Brand#13   | PROMO PLATED NICKEL       |     21 |            8
 Brand#13   | PROMO PLATED TIN          |      2 |            8
 Brand#13   | PROMO PLATED TIN          |     14 |            8
 Brand#13   | PROMO PLATED TIN          |     21 |            8
 Brand#13   | PROMO POLISHED BRASS      |     49 |            8
 Brand#13   | PROMO POLISHED COPPER     |      2 |            8
 Brand#13   | PROMO POLISHED COPPER     |     13 |            8
 Brand#13   | PROMO POLISHED STEEL      |     13 |            8
 Brand#13   | PROMO POLISHED TIN        |     21 |            8
 Brand#13   | SMALL ANODIZED BRASS      |     13 |            8
 Brand#13   | SMALL ANODIZED BRASS      |     14 |            8
 Brand#13   | SMALL ANODIZED COPPER     |     12 |            8
 Brand#13   | SMALL ANODIZED COPPER     |     13 |            8
 Brand#13   | SMALL ANODIZED NICKEL     |     14 |            8
 Brand#13   | SMALL ANODIZED NICKEL     |     17 |            8
 Brand#13   | SMALL ANODIZED NICKEL     |     21 |            8
 Brand#13   | SMALL ANODIZED STEEL      |      6 |            8
 Brand#13   | SMALL ANODIZED STEEL      |     13 |            8
 Brand#13   | SMALL ANODIZED STEEL      |     14 |            8
 Brand#13   | SMALL BRUSHED BRASS       |      6 |            8
 Brand#13   | SMALL BRUSHED BRASS       |     13 |            8
 Brand#13   | SMALL BRUSHED BRASS       |     14 |            8
 Brand#13   | SMALL BRUSHED BRASS       |     49 |            8
 Brand#13   | SMALL BRUSHED COPPER      |      2 |            8
 Brand#13   | SMALL BRUSHED STEEL       |     12 |            8
 Brand#13   | SMALL BRUSHED STEEL       |     49 |            8
 Brand#13   | SMALL BRUSHED TIN         |      6 |            8
 Brand#13   | SMALL BRUSHED TIN         |     12 |            8
 Brand#13   | SMALL BRUSHED TIN         |     17 |            8
 Brand#13   | SMALL BRUSHED TIN         |     21 |            8
 Brand#13   | SMALL BRUSHED TIN         |     49 |            8
 Brand#13   | SMALL BURNISHED BRASS     |      2 |            8
 Brand#13   | SMALL BURNISHED BRASS     |     21 |            8
 Brand#13   | SMALL BURNISHED COPPER    |     13 |            8
 Brand#13   | SMALL BURNISHED COPPER    |     21 |            8
 Brand#13   | SMALL BURNISHED NICKEL    |      2 |            8
 Brand#13   | SMALL BURNISHED NICKEL    |      6 |            8
 Brand#13   | SMALL BURNISHED NICKEL    |     17 |            8
 Brand#13   | SMALL BURNISHED TIN       |      2 |            8
 Brand#13   | SMALL BURNISHED TIN       |     14 |            8
 Brand#13   | SMALL PLATED BRASS        |      2 |            8
 Brand#13   | SMALL PLATED BRASS        |     17 |            8
 Brand#13   | SMALL PLATED BRASS        |     21 |            8
 Brand#13   | SMALL PLATED BRASS        |     49 |            8
 Brand#13   | SMALL PLATED COPPER       |     12 |            8
 Brand#13   | SMALL PLATED NICKEL       |      2 |            8
 Brand#13   | SMALL PLATED NICKEL       |      6 |            8
 Brand#13   | SMALL PLATED NICKEL       |     13 |            8
 Brand#13   | SMALL PLATED NICKEL       |     14 |            8
 Brand#13   | SMALL PLATED STEEL        |     12 |            8
 Brand#13   | SMALL PLATED TIN          |      2 |            8
 Brand#13   | SMALL PLATED TIN          |      6 |            8
 Brand#13   | SMALL POLISHED BRASS      |      2 |            8
 Brand#13   | SMALL POLISHED COPPER     |      6 |            8
 Brand#13   | SMALL POLISHED COPPER     |     49 |            8
 Brand#13   | SMALL POLISHED STEEL      |      2 |            8
 Brand#13   | SMALL POLISHED STEEL      |     49 |            8
 Brand#13   | SMALL POLISHED TIN        |     13 |            8
 Brand#13   | SMALL POLISHED TIN        |     17 |            8
 Brand#13   | STANDARD ANODIZED BRASS   |      6 |            8
 Brand#13   | STANDARD ANODIZED BRASS   |     49 |            8
 Brand#13   | STANDARD ANODIZED COPPER  |      2 |            8
 Brand#13   | STANDARD ANODIZED COPPER  |     12 |            8
 Brand#13   | STANDARD ANODIZED COPPER  |     14 |            8
 Brand#13   | STANDARD ANODIZED NICKEL  |      6 |            8
 Brand#13   | STANDARD ANODIZED NICKEL  |     12 |            8
 Brand#13   | STANDARD ANODIZED NICKEL  |     13 |            8
 Brand#13   | STANDARD ANODIZED NICKEL  |     21 |            8
 Brand#13   | STANDARD ANODIZED STEEL   |     13 |            8
 Brand#13   | STANDARD ANODIZED STEEL   |     14 |            8
 Brand#13   | STANDARD ANODIZED TIN     |      6 |            8
 Brand#13   | STANDARD ANODIZED TIN     |     17 |            8
 Brand#13   | STANDARD BRUSHED COPPER   |      6 |            8
 Brand#13   | STANDARD BRUSHED COPPER   |     12 |            8
 Brand#13   | STANDARD BRUSHED COPPER   |     17 |            8
 Brand#13   | STANDARD BRUSHED NICKEL   |     13 |            8
 Brand#13   | STANDARD BRUSHED NICKEL   |     14 |            8
 Brand#13   | STANDARD BRUSHED NICKEL   |     17 |            8
 Brand#13   | STANDARD BRUSHED NICKEL   |     49 |            8
 Brand#13   | STANDARD BRUSHED STEEL    |     13 |            8
 Brand#13   | STANDARD BRUSHED STEEL    |     49 |            8
 Brand#13   | STANDARD BRUSHED TIN      |     17 |            8
 Brand#13   | STANDARD BURNISHED BRASS  |     17 |            8
 Brand#13   | STANDARD BURNISHED BRASS  |     21 |            8
 Brand#13   | STANDARD BURNISHED COPPER |     12 |            8
 Brand#13   | STANDARD BURNISHED COPPER |     21 |            8
 Brand#13   | STANDARD BURNISHED COPPER |     49 |            8
 Brand#13   | STANDARD BURNISHED NICKEL |     14 |            8
 Brand#13   | STANDARD BURNISHED NICKEL |     17 |            8
 Brand#13   | STANDARD BURNISHED STEEL  |     17 |            8
 Brand#13   | STANDARD BURNISHED TIN    |     12 |            8
 Brand#13   | STANDARD PLATED BRASS     |      6 |            8
 Brand#13   | STANDARD PLATED BRASS     |     17 |            8
 Brand#13   | STANDARD PLATED BRASS     |     49 |            8
 Brand#13   | STANDARD PLATED COPPER    |      6 |            8
 Brand#13   | STANDARD PLATED COPPER    |     12 |            8
 Brand#13   | STANDARD PLATED NICKEL    |     12 |            8
 Brand#13   | STANDARD PLATED STEEL     |      2 |            8
 Brand#13   | STANDARD PLATED STEEL     |     12 |            8
 Brand#13   | STANDARD PLATED STEEL     |     13 |            8
 Brand#13   | STANDARD PLATED STEEL     |     14 |            8
 Brand#13   | STANDARD PLATED STEEL     |     49 |            8
 Brand#13   | STANDARD PLATED TIN       |      6 |            8
 Brand#13   | STANDARD PLATED TIN       |     12 |            8
 Brand#13   | STANDARD PLATED TIN       |     14 |            8
 Brand#13   | STANDARD PLATED TIN       |     17 |            8
 Brand#13   | STANDARD POLISHED BRASS   |      6 |            8
 Brand#13   | STANDARD POLISHED BRASS   |     12 |            8
 Brand#13   | STANDARD POLISHED COPPER  |     14 |            8
 Brand#13   | STANDARD POLISHED COPPER  |     21 |            8
 Brand#13   | STANDARD POLISHED NICKEL  |      2 |            8
 Brand#13   | STANDARD POLISHED STEEL   |     12 |            8
 Brand#13   | STANDARD POLISHED STEEL   |     14 |            8
 Brand#13   | STANDARD POLISHED TIN     |     13 |            8
 Brand#14   | ECONOMY ANODIZED BRASS    |      2 |            8
 Brand#14   | ECONOMY ANODIZED BRASS    |      6 |            8
 Brand#14   | ECONOMY ANODIZED BRASS    |     17 |            8
 Brand#14   | ECONOMY ANODIZED COPPER   |     12 |            8
 Brand#14   | ECONOMY ANODIZED COPPER   |     13 |            8
 Brand#14   | ECONOMY ANODIZED STEEL    |     12 |            8
 Brand#14   | ECONOMY ANODIZED STEEL    |     21 |            8
 Brand#14   | ECONOMY ANODIZED TIN      |      6 |            8
 Brand#14   | ECONOMY ANODIZED TIN      |     13 |            8
 Brand#14   | ECONOMY ANODIZED TIN      |     21 |            8
 Brand#14   | ECONOMY BRUSHED BRASS     |     14 |            8
 Brand#14   | ECONOMY BRUSHED BRASS     |     49 |            8
 Brand#14   | ECONOMY BRUSHED COPPER    |     12 |            8
 Brand#14   | ECONOMY BRUSHED NICKEL    |      2 |            8
 Brand#14   | ECONOMY BRUSHED NICKEL    |     14 |            8
 Brand#14   | ECONOMY BRUSHED STEEL     |     49 |            8
 Brand#14   | ECONOMY BRUSHED TIN       |      2 |            8
 Brand#14   | ECONOMY BRUSHED TIN       |     49 |            8
 Brand#14   | ECONOMY BURNISHED BRASS   |     14 |            8
 Brand#14   | ECONOMY BURNISHED BRASS   |     17 |            8
 Brand#14   | ECONOMY BURNISHED BRASS   |     21 |            8
 Brand#14   | ECONOMY BURNISHED COPPER  |     17 |            8
 Brand#14   | ECONOMY BURNISHED STEEL   |     17 |            8
 Brand#14   | ECONOMY BURNISHED TIN     |      2 |            8
 Brand#14   | ECONOMY BURNISHED TIN     |     17 |            8
 Brand#14   | ECONOMY PLATED BRASS      |     12 |            8
 Brand#14   | ECONOMY PLATED TIN        |     12 |            8
 Brand#14   | ECONOMY PLATED TIN        |     17 |            8
 Brand#14   | ECONOMY POLISHED BRASS    |     12 |            8
 Brand#14   | ECONOMY POLISHED COPPER   |      2 |            8
 Brand#14   | ECONOMY POLISHED COPPER   |     12 |            8
 Brand#14   | ECONOMY POLISHED COPPER   |     14 |            8
 Brand#14   | ECONOMY POLISHED NICKEL   |      2 |            8
 Brand#14   | LARGE ANODIZED BRASS      |      2 |            8
 Brand#14   | LARGE ANODIZED BRASS      |     12 |            8
 Brand#14   | LARGE ANODIZED NICKEL     |     49 |            8
 Brand#14   | LARGE ANODIZED TIN        |      6 |            8
 Brand#14   | LARGE BRUSHED COPPER      |      6 |            8
 Brand#14   | LARGE BRUSHED COPPER      |     12 |            8
 Brand#14   | LARGE BRUSHED COPPER      |     49 |            8
 Brand#14   | LARGE BRUSHED NICKEL      |     13 |            8
 Brand#14   | LARGE BRUSHED STEEL       |      6 |            8
 Brand#14   | LARGE BRUSHED TIN         |      6 |            8
 Brand#14   | LARGE BURNISHED BRASS     |      6 |            8
 Brand#14   | LARGE BURNISHED BRASS     |     14 |            8
 Brand#14   | LARGE BURNISHED COPPER    |      2 |            8
 Brand#14   | LARGE BURNISHED NICKEL    |     49 |            8
 Brand#14   | LARGE BURNISHED STEEL     |     14 |            8
 Brand#14   | LARGE BURNISHED STEEL     |     21 |            8
 Brand#14   | LARGE PLATED COPPER       |      2 |            8
 Brand#14   | LARGE PLATED NICKEL       |     17 |            8
 Brand#14   | LARGE PLATED NICKEL       |     49 |            8
 Brand#14   | LARGE PLATED STEEL        |      2 |            8
 Brand#14   | LARGE PLATED STEEL        |      6 |            8
 Brand#14   | LARGE PLATED STEEL        |     13 |            8
 Brand#14   | LARGE PLATED STEEL        |     49 |            8
 Brand#14   | LARGE POLISHED BRASS      |     14 |            8
 Brand#14   | LARGE POLISHED BRASS      |     21 |            8
 Brand#14   | LARGE POLISHED COPPER     |      2 |            8
 Brand#14   | LARGE POLISHED COPPER     |     12 |            8
 Brand#14   | LARGE POLISHED COPPER     |     17 |            8
 Brand#14   | LARGE POLISHED NICKEL     |     14 |            8
 Brand#14   | LARGE POLISHED STEEL      |      2 |            8
 Brand#14   | LARGE POLISHED STEEL      |     13 |            8
 Brand#14   | LARGE POLISHED STEEL      |     21 |            8
 Brand#14   | LARGE POLISHED TIN        |     49 |            8
 Brand#14   | MEDIUM ANODIZED BRASS     |     14 |            8
 Brand#14   | MEDIUM ANODIZED COPPER    |     49 |            8
 Brand#14   | MEDIUM ANODIZED NICKEL    |      6 |            8
 Brand#14   | MEDIUM ANODIZED NICKEL    |     13 |            8
 Brand#14   | MEDIUM ANODIZED STEEL     |     21 |            8
 Brand#14   | MEDIUM ANODIZED TIN       |      2 |            8
 Brand#14   | MEDIUM ANODIZED TIN       |     21 |            8
 Brand#14   | MEDIUM BRUSHED COPPER     |      6 |            8
 Brand#14   | MEDIUM BRUSHED COPPER     |     17 |            8
 Brand#14   | MEDIUM BRUSHED STEEL      |     49 |            8
 Brand#14   | MEDIUM BRUSHED TIN        |     21 |            8
 Brand#14   | MEDIUM BURNISHED BRASS    |      2 |            8
 Brand#14   | MEDIUM BURNISHED BRASS    |      6 |            8
 Brand#14   | MEDIUM BURNISHED NICKEL   |     12 |            8
 Brand#14   | MEDIUM BURNISHED NICKEL   |     49 |            8
 Brand#14   | MEDIUM BURNISHED STEEL    |     13 |            8
 Brand#14   | MEDIUM BURNISHED STEEL    |     17 |            8
 Brand#14   | MEDIUM BURNISHED STEEL    |     49 |            8
 Brand#14   | MEDIUM BURNISHED TIN      |     17 |            8
 Brand#14   | MEDIUM BURNISHED TIN      |     49 |            8
 Brand#14   | MEDIUM PLATED BRASS       |     12 |            8
 Brand#14   | MEDIUM PLATED BRASS       |     49 |            8
 Brand#14   | MEDIUM PLATED COPPER      |     12 |            8
 Brand#14   | MEDIUM PLATED COPPER      |     21 |            8
 Brand#14   | MEDIUM PLATED NICKEL      |      6 |            8
 Brand#14   | MEDIUM PLATED STEEL       |     17 |            8
 Brand#14   | MEDIUM PLATED STEEL       |     49 |            8
 Brand#14   | MEDIUM PLATED TIN         |     14 |            8
 Brand#14   | MEDIUM POLISHED BRASS     |     14 |            8
 Brand#14   | MEDIUM POLISHED COPPER    |      2 |            8
 Brand#14   | MEDIUM POLISHED COPPER    |      6 |            8
 Brand#14   | MEDIUM POLISHED COPPER    |     13 |            8
 Brand#14   | MEDIUM POLISHED NICKEL    |     12 |            8
 Brand#14   | MEDIUM POLISHED NICKEL    |     13 |            8
 Brand#14   | MEDIUM POLISHED NICKEL    |     17 |            8
 Brand#14   | MEDIUM POLISHED NICKEL    |     49 |            8
 Brand#14   | MEDIUM POLISHED TIN       |      2 |            8
 Brand#14   | PROMO ANODIZED BRASS      |      2 |            8
 Brand#14   | PROMO ANODIZED BRASS      |     12 |            8
 Brand#14   | PROMO ANODIZED COPPER     |     12 |            8
 Brand#14   | PROMO ANODIZED NICKEL     |     21 |            8
 Brand#14   | PROMO ANODIZED STEEL      |      6 |            8
 Brand#14   | PROMO ANODIZED STEEL      |     21 |            8
 Brand#14   | PROMO ANODIZED TIN        |     12 |            8
 Brand#14   | PROMO ANODIZED TIN        |     13 |            8
 Brand#14   | PROMO ANODIZED TIN        |     14 |            8
 Brand#14   | PROMO ANODIZED TIN        |     17 |            8
 Brand#14   | PROMO BRUSHED BRASS       |     14 |            8
 Brand#14   | PROMO BRUSHED COPPER      |     49 |            8
 Brand#14   | PROMO BRUSHED STEEL       |     49 |            8
 Brand#14   | PROMO BRUSHED TIN         |      2 |            8
 Brand#14   | PROMO BRUSHED TIN         |     17 |            8
 Brand#14   | PROMO BURNISHED BRASS     |     13 |            8
 Brand#14   | PROMO BURNISHED BRASS     |     21 |            8
 Brand#14   | PROMO BURNISHED COPPER    |      2 |            8
 Brand#14   | PROMO BURNISHED COPPER    |      6 |            8
 Brand#14   | PROMO BURNISHED NICKEL    |     13 |            8
 Brand#14   | PROMO BURNISHED NICKEL    |     21 |            8
 Brand#14   | PROMO BURNISHED STEEL     |      2 |            8
 Brand#14   | PROMO BURNISHED STEEL     |     13 |            8
 Brand#14   | PROMO BURNISHED STEEL     |     17 |            8
 Brand#14   | PROMO BURNISHED TIN       |     21 |            8
 Brand#14   | PROMO BURNISHED TIN       |     49 |            8
 Brand#14   | PROMO PLATED BRASS        |      6 |            8
 Brand#14   | PROMO PLATED BRASS        |     12 |            8
 Brand#14   | PROMO PLATED BRASS        |     14 |            8
 Brand#14   | PROMO PLATED COPPER       |     13 |            8
 Brand#14   | PROMO PLATED COPPER       |     17 |            8
 Brand#14   | PROMO PLATED NICKEL       |      2 |            8
 Brand#14   | PROMO PLATED STEEL        |     14 |            8
 Brand#14   | PROMO PLATED STEEL        |     49 |            8
 Brand#14   | PROMO PLATED TIN          |      6 |            8
 Brand#14   | PROMO PLATED TIN          |     17 |            8
 Brand#14   | PROMO POLISHED NICKEL     |      6 |            8
 Brand#14   | PROMO POLISHED NICKEL     |     13 |            8
 Brand#14   | PROMO POLISHED STEEL      |     13 |            8
 Brand#14   | PROMO POLISHED TIN        |      2 |            8
 Brand#14   | PROMO POLISHED TIN        |     17 |            8
 Brand#14   | PROMO POLISHED TIN        |     49 |            8
 Brand#14   | SMALL ANODIZED BRASS      |     14 |            8
 Brand#14   | SMALL ANODIZED BRASS      |     21 |            8
 Brand#14   | SMALL ANODIZED COPPER     |      2 |            8
 Brand#14   | SMALL ANODIZED COPPER     |      6 |            8
 Brand#14   | SMALL ANODIZED COPPER     |     12 |            8
 Brand#14   | SMALL ANODIZED COPPER     |     14 |            8
 Brand#14   | SMALL ANODIZED COPPER     |     21 |            8
 Brand#14   | SMALL ANODIZED STEEL      |     17 |            8
 Brand#14   | SMALL ANODIZED TIN        |     12 |            8
 Brand#14   | SMALL ANODIZED TIN        |     21 |            8
 Brand#14   | SMALL BRUSHED BRASS       |     21 |            8
 Brand#14   | SMALL BRUSHED COPPER      |     49 |            8
 Brand#14   | SMALL BRUSHED STEEL       |      2 |            8
 Brand#14   | SMALL BRUSHED STEEL       |     12 |            8
 Brand#14   | SMALL BRUSHED TIN         |     14 |            8
 Brand#14   | SMALL BURNISHED BRASS     |      2 |            8
 Brand#14   | SMALL BURNISHED BRASS     |     21 |            8
 Brand#14   | SMALL BURNISHED COPPER    |      2 |            8
 Brand#14   | SMALL BURNISHED COPPER    |     14 |            8
 Brand#14   | SMALL BURNISHED COPPER    |     17 |            8
 Brand#14   | SMALL BURNISHED NICKEL    |     12 |            8
 Brand#14   | SMALL BURNISHED NICKEL    |     17 |            8
 Brand#14   | SMALL BURNISHED STEEL     |     14 |            8
 Brand#14   | SMALL BURNISHED TIN       |     13 |            8
 Brand#14   | SMALL BURNISHED TIN       |     21 |            8
 Brand#14   | SMALL PLATED BRASS        |     13 |            8
 Brand#14   | SMALL PLATED BRASS        |     14 |            8
 Brand#14   | SMALL PLATED NICKEL       |     21 |            8
 Brand#14   | SMALL PLATED STEEL        |     14 |            8
 Brand#14   | SMALL PLATED TIN          |     13 |            8
 Brand#14   | SMALL PLATED TIN          |     17 |            8
 Brand#14   | SMALL PLATED TIN          |     49 |            8
 Brand#14   | SMALL POLISHED BRASS      |      6 |            8
 Brand#14   | SMALL POLISHED BRASS      |     13 |            8
 Brand#14   | SMALL POLISHED COPPER     |      6 |            8
 Brand#14   | SMALL POLISHED NICKEL     |     12 |            8
 Brand#14   | SMALL POLISHED NICKEL     |     13 |            8
 Brand#14   | SMALL POLISHED STEEL      |     49 |            8
 Brand#14   | STANDARD ANODIZED BRASS   |     12 |            8
 Brand#14   | STANDARD ANODIZED BRASS   |     13 |            8
 Brand#14   | STANDARD ANODIZED STEEL   |     12 |            8
 Brand#14   | STANDARD ANODIZED TIN     |      2 |            8
 Brand#14   | STANDARD BRUSHED BRASS    |     17 |            8
 Brand#14   | STANDARD BRUSHED BRASS    |     21 |            8
 Brand#14   | STANDARD BRUSHED COPPER   |     13 |            8
 Brand#14   | STANDARD BRUSHED NICKEL   |     13 |            8
 Brand#14   | STANDARD BRUSHED STEEL    |      2 |            8
 Brand#14   | STANDARD BRUSHED STEEL    |     13 |            8
 Brand#14   | STANDARD BRUSHED TIN      |      6 |            8
 Brand#14   | STANDARD BRUSHED TIN      |     49 |            8
 Brand#14   | STANDARD BURNISHED BRASS  |     49 |            8
 Brand#14   | STANDARD BURNISHED COPPER |     12 |            8
 Brand#14   | STANDARD BURNISHED COPPER |     14 |            8
 Brand#14   | STANDARD BURNISHED COPPER |     21 |            8
 Brand#14   | STANDARD BURNISHED STEEL  |     13 |            8
 Brand#14   | STANDARD BURNISHED STEEL  |     14 |            8
 Brand#14   | STANDARD PLATED BRASS     |      2 |            8
 Brand#14   | STANDARD PLATED COPPER    |     14 |            8
 Brand#14   | STANDARD PLATED COPPER    |     17 |            8
 Brand#14   | STANDARD PLATED COPPER    |     21 |            8
 Brand#14   | STANDARD PLATED NICKEL    |     14 |            8
 Brand#14   | STANDARD PLATED STEEL     |     12 |            8
 Brand#14   | STANDARD PLATED STEEL     |     17 |            8
 Brand#14   | STANDARD PLATED STEEL     |     21 |            8
 Brand#14   | STANDARD PLATED TIN       |      6 |            8
 Brand#14   | STANDARD POLISHED BRASS   |      6 |            8
 Brand#14   | STANDARD POLISHED COPPER  |     21 |            8
 Brand#14   | STANDARD POLISHED COPPER  |     49 |            8
 Brand#14   | STANDARD POLISHED NICKEL  |      2 |            8
 Brand#15   | ECONOMY ANODIZED BRASS    |      6 |            8
 Brand#15   | ECONOMY ANODIZED BRASS    |     12 |            8
